image_id,fname,sample_1,sample_2,sample_3,sample_4,sample_5
15338,000000015338.jpg,a bus and some trees on the side of a street,a street with a bus parked near it next to trees,a city bus is driving on the road,the yellow and black bus is on the road,a bus is sitting at a bus stop
15440,000000015440.jpg,a red stop sign sitting under a street light,a stop sign sitting on the corner by a fence,street sign with multiple directions on post on roadway,a stop sign on the corner of the street,a stop sign stands at the corner on an empty street
15497,000000015497.jpg,cat is on the floor beside a mouse and computer mouse,cat laying on couch next to computer mouse,a cat laying on a bed with a computer mouse,cat laying on a sofa with a computer mouse,a cat on a bed looking concerned as a computer mouse lies near it
15517,000000015517.jpg,two buses on the road in a city,two passenger buses pass each other on a street,buses are lined up next to each other in an urban area,several buses are at the depot ready to pick up passengers,a busy street filled with buses driving on it's sides
15597,000000015597.jpg,a shirtless skateboarder skating on a half pipe,skateboarder on skate board and his shadow in the ground,an image of a person skateboarding on a ramp,there is a person doing skateboarding on a ramp,a man riding a skateboard on the top of a ramp
15660,000000015660.jpg,a man kite boarding in the ocean with a lot of wind,there are people flying kites in the ocean,person is holding on to surfboard in water,a person riding a windsurfing in the ocean,there is a man that is windsurfing on the beach
15746,000000015746.jpg,a red fire hydrant sitting in a grassy field,a red fire hydrant sitting next to a lush green field,the fire hydrant is painted red and black,the fire hydrant is orange with black rims and is in the grass,a red and black fire hydrant is in some grass
15751,000000015751.jpg,a little bird flying over another bird in the yard,small birds are all around the roof together,a group of birds sitting on the outside of a shed,several birds flying over an unfinished roof top,four birds standing outside on the roof and looking
15956,000000015956.jpg,a woman walking her horse through a stable,a girl walking a horse inside a barn,a person walking with a horse inside of a barn,a man in jeans walking a horse around an indoor arena,a woman is walking around in a barn with a horse
16010,000000016010.jpg,"zebras, other animals and rhinos are in the green field",a bunch of zebras are out in a green field,there are many zebras and wildebeests that can be seen in this field,there are many animals in the wild one zebra is eating grass,the zebras are grazing on the grass in the field
16228,000000016228.jpg,a horse drawn trolley with passengers on the street,a trolley train carrying people in a street,a horse - drawn trolley is making it's way down a street,an image of a carriage with a horse,an orange and green trolley rides down the street with people in the cart
16249,000000016249.jpg,an old man sits on a bench outside on his phone,an older man sits on a bench in a city,people are sitting on benches in a sidewalk,people are sitting and walking on some benches,a group of people sitting down on park benches next to a building
16439,000000016439.jpg,the laptop is sitting on top of the desk,a laptop and some yellow candles on a wooden table,a laptop sits on a small wooden desk,a lap top on a wooden desk under a lamp,a laptop computer sits on top of a desk
16451,000000016451.jpg,many surfboards laying on top of a sandy beach,"several boards, umbrellas and beach towels lie on the beach",several beach gear is laying on a sandy beach,some surfboards in the sand on a beach,two surfboards sitting in the sand at a beach
16502,000000016502.jpg,a sheep standing on a rock formation near some clouds,a sheep standing on a mountain with green grass,a ram stands atop some rocks with blue skies in the background,sheep on the rocks with sky in background,a sheep standing on top of a large rock
16598,000000016598.jpg,the girl with blue hair is holding up her phone,a woman with blue hair takes a picture of herself in the mirror,a woman is taking a selfie in a mirror,a person with blue hair takes a selfie,a woman with bright blue hair taking a selfie
16958,000000016958.jpg,a living room with an old fireplace and chairs,a chair is sitting by a fire place in a room,there are two antique furniture sitting near the fireplace,"the corner of a room with furniture, pictures and fireplace",the antique looking room has a black fireplace
